U1,U2,U3
-4.62843137442783e-39,1.66739523361085e-39,2.38396496290639e-35
-4.57448839004365e-39,4.26779180035073e-39,-2.37955915497821e-35
-4.20954279434227e-07,-0.220248386263847,0.0677689611911774
1.90163703450708e-07,-0.220248341560364,-0.0677685141563416
-7.46971352327819e-07,-0.880972802639008,0.135531470179558
5.03264004692028e-07,-0.880972802639008,-0.135530695319176
-1.03481045243825e-06,-1.98211133480072,0.203281328082085
7.60749799155747e-07,-1.98211133480072,-0.203280180692673
-1.30088051264465e-06,-3.52356886863708,0.271014660596848
1.05422691376589e-06,-3.52356886863708,-0.271013140678406
-1.55956058733864e-06,-5.50521993637085,0.338725805282593
1.29736827148008e-06,-5.50521993637085,-0.33872389793396
-1.79613687123492e-06,-7.92690563201904,0.406410425901413
1.56109661020309e-06,-7.92690563201904,-0.406408101320267
-2.03657009478775e-06,-10.7884368896484,0.474063068628311
1.78541517925623e-06,-10.7884368896484,-0.474060356616974
-2.25283429244882e-06,-14.0895891189575,0.541679084300995
2.0247189240763e-06,-14.0895891189575,-0.541675984859467
-2.47641446549096e-06,-17.8301086425781,0.609253168106079
2.23534084398125e-06,-17.8301086425781,-0.609249651432037
-2.67736004389008e-06,-22.0097045898438,0.676780343055725
2.45601449933019e-06,-22.0097045898438,-0.67677640914917
-2.88705564344127e-06,-26.6280574798584,0.744255363941193
2.65616768047039e-06,-26.6280574798584,-0.744251072406769
-3.07652544506709e-06,-31.6848106384277,0.811673045158386
2.86272052107961e-06,-31.6848106384277,-0.811668336391449
-3.27545171785459e-06,-37.179573059082,0.879027962684631
3.05493745145213e-06,-37.179573059082,-0.879022896289825
-3.45656508216052e-06,-43.1119194030762,0.946314811706543
3.25102791975951e-06,-43.1119194030762,-0.946309328079224
-3.64754873771744e-06,-49.4813919067383,1.0135281085968
3.43765350407921e-06,-49.4813919067383,-1.01352214813232
-3.82279495170224e-06,-56.2874908447266,1.08066213130951
3.62621858585044e-06,-56.2874908447266,-1.08065581321716
-4.00828048441326e-06,-63.5296821594238,1.14771115779877
3.80932624466368e-06,-63.5296821594238,-1.14770448207855
-4.17972250943421e-06,-71.2073974609375,1.21466958522797
3.99279906559968e-06,-71.2073974609375,-1.21466243267059
-4.36183381680166e-06,-79.3200225830078,1.28153133392334
4.17421415477293e-06,-79.3200225830078,-1.2815238237381
-4.53122038379661e-06,-87.8669204711914,1.34829032421112
4.35465153714176e-06,-87.8669204711914,-1.34828233718872
-4.71182556793792e-06,-96.8473968505859,1.41494035720825
4.53600250693853e-06,-96.8473968505859,-1.41493201255798
-4.88058549308334e-06,-106.260719299316,1.48147511482239
4.71508701593848e-06,-106.260719299316,-1.48146641254425
-5.06123615195975e-06,-116.106117248535,1.54788815975189
4.89773719891673e-06,-116.106117248535,-1.5478789806366
-5.23048629474943e-06,-126.382789611816,1.61417269706726
5.07680078953854e-06,-126.382789611816,-1.6141631603241
-5.41254757990828e-06,-137.089859008789,1.68032193183899
5.26196163264103e-06,-137.089859008789,-1.68031191825867
-5.5831796998973e-06,-148.226440429688,1.74632883071899
5.44207523489604e-06,-148.226440429688,-1.7463184595108
-5.76770025872975e-06,-159.791580200195,1.8121862411499
5.63067715120269e-06,-159.791580200195,-1.81217551231384
-5.94041557633318e-06,-171.784286499023,1.87788677215576
5.81269705435261e-06,-171.784286499023,-1.87787556648254
-6.12823487244896e-06,-184.203506469727,1.94342267513275
6.00549219598179e-06,-184.203506469727,-1.94341111183167
-6.30338035989553e-06,-197.048141479492,2.00878620147705
6.18989406575565e-06,-197.048141479492,-2.0087742805481
-6.49511457595509e-06,-210.31706237793,2.07396936416626
6.38743085801252e-06,-210.31706237793,-2.07395696640015
-6.6728484853229e-06,-224.009048461914,2.13896369934082
6.57448617857881e-06,-224.009048461914,-2.13895082473755
-6.86889279677416e-06,-238.122863769531,2.20376086235046
6.77711295793415e-06,-238.122863769531,-2.20374751091003
-7.04905551174306e-06,-252.657196044922,2.26835179328918
6.96675942890579e-06,-252.657196044922,-2.2683379650116
-7.24954315955983e-06,-267.610656738281,2.33272743225098
7.17457760401885e-06,-267.610656738281,-2.33271336555481
-7.4317626967968e-06,-282.981811523438,2.39687848091125
7.36653328203829e-06,-282.981811523438,-2.39686393737793
-7.63659318181453e-06,-298.769226074219,2.46079540252686
7.57942598283989e-06,-298.769226074219,-2.46078038215637
-7.82005463406676e-06,-314.971282958984,2.52446794509888
7.77295645093545e-06,-314.971282958984,-2.52445244789124
-8.02878912509186e-06,-331.586364746094,2.58788561820984
7.99047757027438e-06,-331.586364746094,-2.58786964416504
-8.21243247628445e-06,-348.612823486328,2.65103816986084
8.18459375295788e-06,-348.612823486328,-2.65102195739746
-8.42431199998828e-06,-366.048858642578,2.71391439437866
8.40599568618927e-06,-366.048858642578,-2.71389770507813
-8.60651198308915e-06,-383.892669677734,2.77650308609009
8.59914143802598e-06,-383.892669677734,-2.77648568153381
-8.82043332239846e-06,-402.142333984375,2.83879208564758
8.82333551999182e-06,-402.142333984375,-2.83877444267273
-8.99919814401073e-06,-420.795837402344,2.90076947212219
9.01358453120338e-06,-420.795837402344,-2.90075135231018
-9.2137152023497e-06,-439.851165771484,2.9624228477478
9.23914740269538e-06,-439.851165771484,-2.96240425109863
-9.38641369430115e-06,-459.306121826172,3.02373862266541
9.4239367172122e-06,-459.306121826172,-3.02371978759766
-9.59948738454841e-06,-479.158508300781,3.08470392227173
9.64885839493945e-06,-479.158508300781,-3.08468461036682
-9.76299270405434e-06,-499.405975341797,3.14530467987061
9.82512210612185e-06,-499.405975341797,-3.14528465270996
-9.97215283859987e-06,-520.046081542969,3.20552611351013
1.00469787867041e-05,-520.046081542969,-3.20550560951233
-1.01222894954844e-05,-541.076416015625,3.26535367965698
1.02105932455743e-05,-541.076416015625,-3.26533269882202
-1.03246657090494e-05,-562.494201660156,3.32477164268494
1.04265582194785e-05,-562.494201660156,-3.3247504234314
-1.04565642686794e-05,-584.296875,3.38376426696777
1.05727367554209e-05,-584.296875,-3.38374257087708
-1.06480902104522e-05,-606.481567382813,3.44231486320496
1.07787927845493e-05,-606.481567382813,-3.44229245185852
-1.07558780655381e-05,-629.045349121094,3.50040602684021
1.09017209979356e-05,-629.045349121094,-3.5003833770752
-1.09319216790027e-05,-651.985168457031,3.55802059173584
1.109330332838e-05,-651.985168457031,-3.55799722671509
-1.10084374682629e-05,-675.2978515625,3.61513948440552
1.11858871605364e-05,-675.2978515625,-3.61511588096619
-1.1163372619194e-05,-698.980163574219,3.67174386978149
1.1357423318259e-05,-698.980163574219,-3.671719789505
-1.12001207526191e-05,-723.028625488281,3.72781419754028
1.14112426672364e-05,-723.028625488281,-3.72778964042664
-1.13271426016581e-05,-747.439758300781,3.78332996368408
1.15560278572957e-05,-747.439758300781,-3.7833046913147
-1.13137375592487e-05,-772.209899902344,3.83826971054077
1.15607581392396e-05,-772.209899902344,-3.83824396133423
-1.14053882498411e-05,-797.335205078125,3.89261150360107
1.16713836177951e-05,-797.335205078125,-3.89258527755737
-1.13299201984773e-05,-822.811645507813,3.94633269309998
1.16152114060242e-05,-822.811645507813,-3.94630599021912
-1.13761407192214e-05,-848.63525390625,3.99940943717957
1.1681734576996e-05,-848.63525390625,-3.99938249588013
-1.12235757114831e-05,-874.801635742188,4.05181789398193
1.15496859507402e-05,-874.801635742188,-4.05179023742676
-1.12133466245723e-05,-901.306457519531,4.10353183746338
1.15611628643819e-05,-901.306457519531,-4.10350370407104
-1.09669063022011e-05,-928.14501953125,4.15452575683594
1.1336578609189e-05,-928.14501953125,-4.15449714660645
-1.08870954136364e-05,-955.312683105469,4.20477151870728
1.12799943963182e-05,-955.312683105469,-4.20474243164063
-1.05267572507728e-05,-982.804382324219,4.25424194335938
1.09429183794418e-05,-982.804382324219,-4.25421237945557
-1.03616430351394e-05,-1010.61499023438,4.30290699005127
1.08026961243013e-05,-1010.61499023438,-4.3028769493103
-9.86295617622091e-06,-1038.7392578125,4.35073661804199
1.03287484307657e-05,-1038.7392578125,-4.35070562362671
-9.59495628194418e-06,-1067.17150878906,4.39769887924194
1.00874194686185e-05,-1067.17150878906,-4.39766788482666
-8.92924890649738e-06,-1095.90625,4.44376182556152
9.4480483312509e-06,-1095.90625,-4.44373035430908
-8.53709116199752e-06,-1124.93725585938,4.4888916015625
9.08449783310061e-06,-1124.93725585938,-4.48885917663574
-7.67093206377467e-06,-1154.25842285156,4.53305292129517
8.24637936602812e-06,-1154.25842285156,-4.53301954269409
-7.13017516318359e-06,-1183.86340332031,4.57620906829834
7.736303814454e-06,-1183.86340332031,-4.57617521286011
-6.02414684180985e-06,-1213.74560546875,4.61832237243652
6.66011965222424e-06,-1213.74560546875,-4.61828851699829
-5.30587476532673e-06,-1243.89782714844,4.6593542098999
5.97482721786946e-06,-1243.89782714844,-4.65931987762451
-3.91227968066232e-06,-1274.31323242188,4.69926404953003
4.61296303910785e-06,-1274.31323242188,-4.69922876358032
-2.98396389553091e-06,-1304.98425292969,4.73800945281982
3.7200886708888e-06,-1304.98425292969,-4.73797369003296
-1.24739176499133e-06,-1335.90319824219,4.77554702758789
2.01728744286811e-06,-1335.90319824219,-4.77551078796387
-6.96633648544775e-08,-1367.06213378906,4.8118314743042
8.77699051216041e-07,-1367.06213378906,-4.81179475784302
2.0771365143446e-06,-1398.45263671875,4.84681606292725
-1.23321342471172e-06,-1398.45263671875,-4.84677839279175
3.54876260644232e-06,-1430.06616210938,4.88045215606689
-2.66376355284592e-06,-1430.06616210938,-4.88041400909424
6.18582862443873e-06,-1461.89367675781,4.91268920898438
-5.26269150213921e-06,-1461.89367675781,-4.9126501083374
8.00407724454999e-06,-1493.92614746094,4.94347476959229
-7.03666728441021e-06,-1493.92614746094,-4.94343519210815
1.12282896225224e-05,-1526.15368652344,4.97275543212891
-1.02203757705865e-05,-1526.15368652344,-4.97271490097046
1.34548054120387e-05,-1558.56652832031,5.0004734992981
-1.2399090337567e-05,-1558.56652832031,-5.00043296813965
1.73865464603296e-05,-1591.154296875,5.02657270431519
-1.62878659466514e-05,-1591.154296875,-5.02653121948242
2.00957656488754e-05,-1623.90625,5.05099010467529
-1.89453585335286e-05,-1623.90625,-5.05094814300537
2.48861615546048e-05,-1656.81127929688,5.07366561889648
-2.36903215409257e-05,-1656.81127929688,-5.07362270355225
2.8168675271445e-05,-1689.85778808594,5.09453153610229
-2.69171832769644e-05,-1689.85778808594,-5.09448766708374
3.40135447913781e-05,-1723.03381347656,5.11352348327637
-3.27137277054135e-05,-1723.03381347656,-5.11347913742065
3.7981582863722e-05,-1756.32702636719,5.13056755065918
-3.6625366192311e-05,-1756.32702636719,-5.13052225112915
4.51476698799524e-05,-1789.72436523438,5.14559602737427
-4.37338567280676e-05,-1789.72436523438,-5.14555025100708
4.99521156598348e-05,-1823.21264648438,5.15852737426758
-4.8482594138477e-05,-1823.21264648438,-5.15848064422607
5.88218317716382e-05,-1856.77783203125,5.16929197311401
-5.7256478612544e-05,-1856.77783203125,-5.16924476623535
6.47164924885146e-05,-1890.40576171875,5.17779779434204
-6.30096183158457e-05,-1890.40576171875,-5.1777491569519
7.57627785787918e-05,-1924.08142089844,5.18397617340088
-7.40053001209162e-05,-1924.08142089844,-5.18392753601074
8.32769219414331e-05,-1957.78918457031,5.18771696090698
-8.10633428045548e-05,-1957.78918457031,-5.18766689300537
0.000104948703665286,-1991.51354980469,5.18903875350952
-0.000104032216768246,-1991.51354980469,-5.18898677825928
-4.92947933001106e-39,-4.31996214217755e-39,4.76750690855861e-35
-4.9255458852217e-39,6.66470161319062e-40,-4.76004211765059e-35
-2.51139852025517e-07,-0.220249906182289,0.067769356071949
1.59306978275708e-07,-0.220249876379967,-0.0677690207958221
-5.52353526472871e-07,-0.88097608089447,0.135531574487686
3.77942967588751e-07,-0.88097608089447,-0.135530799627304
-7.46893988434749e-07,-1.98211598396301,0.203281655907631
5.98045858168916e-07,-1.98211598396301,-0.20328052341938
-9.83365225692978e-07,-3.52357530593872,0.271014809608459
8.12492260138242e-07,-3.52357530593872,-0.271013259887695
-1.16513399461837e-06,-5.50522756576538,0.338726103305817
1.02343119579018e-06,-5.50522756576538,-0.338724166154861
-1.37522272325441e-06,-7.92691469192505,0.406410574913025
1.21479763492971e-06,-7.92691469192505,-0.406408250331879
-1.54841609401046e-06,-10.7884464263916,0.47406330704689
1.4105801255937e-06,-10.7884464263916,-0.474060565233231
-1.73888088284002e-06,-14.0896005630493,0.541679263114929
1.58498619384773e-06,-14.0896005630493,-0.541676104068756
-1.90301057045872e-06,-17.8301200866699,0.609253346920013
1.76788239514281e-06,-17.8301200866699,-0.609249830245972
-2.07803668672568e-06,-22.0097179412842,0.676780521869659
